index,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
1544,M,0.525,0.435,0.155,1.065,0.486,0.233,0.285,8
1545,I,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10
1546,I,0.54,0.425,0.13,0.7205,0.2955,0.169,0.225,10
1547,F,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,9
1548,F,0.625,0.485,0.15,1.0945,0.531,0.261,0.296,10
1549,F,0.63,0.5,0.185,1.383,0.54,0.3315,0.38,10
1550,M,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13
1551,I,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,6
1552,F,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7
1553,F,0.515,0.4,0.125,0.615,0.2865,0.123,0.1765,8
1554,M,0.685,0.53,0.17,1.56,0.647,0.383,0.465,11
1555,I,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,6
1556,I,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,9
1557,I,0.405,0.305,0.1,0.271,0.0965,0.061,0.091,7
1558,M,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,10
1559,M,0.57,0.445,0.16,1.0145,0.516,0.164,0.3,10
1560,M,0.465,0.36,0.105,0.431,0.172,0.107,0.175,9
1561,I,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,4
1562,M,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15
1563,I,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
1564,I,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6
1565,I,0.5,0.385,0.12,0.516,0.197,0.1305,0.165,8
1566,M,0.62,0.51,0.175,1.615,0.5105,0.192,0.675,12
1567,M,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,9
1568,F,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9
1569,M,0.595,0.475,0.17,1.0965,0.419,0.229,0.35,17
1570,F,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
1571,I,0.475,0.375,0.11,0.456,0.182,0.099,0.16,9
1572,F,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,14
1573,I,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,5
1574,M,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,9
1575,M,0.64,0.505,0.155,1.1955,0.5565,0.211,0.346,11
1576,F,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,8
1577,M,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8
1578,M,0.635,0.5,0.18,1.154,0.4405,0.2315,0.387,9
1579,F,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,13
1580,F,0.555,0.425,0.14,0.788,0.282,0.1595,0.285,11
1581,F,0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,11
1582,I,0.28,0.12,0.075,0.117,0.0455,0.029,0.0345,4
1583,M,0.5,0.37,0.15,1.0615,0.494,0.223,0.296,9
1584,F,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,9
1585,F,0.505,0.405,0.18,0.606,0.239,0.1235,0.18,11
1586,I,0.45,0.34,0.125,0.4045,0.171,0.07,0.1345,8
1587,I,0.585,0.46,0.145,0.8465,0.339,0.167,0.295,10
1588,F,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12
1589,F,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,10
1590,I,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,8
1591,M,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8
1592,I,0.295,0.215,0.085,0.128,0.049,0.034,0.04,6
1593,M,0.595,0.5,0.165,1.06,0.402,0.28,0.275,11
1594,I,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,8
1595,F,0.535,0.4,0.15,1.224,0.618,0.275,0.2875,10
1596,F,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9
1597,F,0.61,0.47,0.145,1.153,0.403,0.296,0.32,14
1598,M,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
1599,M,0.545,0.42,0.12,0.7865,0.403,0.185,0.17,7
1600,I,0.34,0.26,0.09,0.179,0.076,0.0525,0.055,6
1601,I,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7
1602,M,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7
1603,F,0.475,0.365,0.115,0.566,0.281,0.117,0.1335,7
1604,F,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,7
1605,I,0.36,0.27,0.09,0.2075,0.098,0.039,0.062,6
1606,I,0.425,0.34,0.105,0.389,0.2015,0.0905,0.088,6
1607,M,0.59,0.45,0.16,0.998,0.445,0.214,0.301,9
1608,F,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10
1609,M,0.255,0.195,0.065,0.08,0.0315,0.018,0.027,8
1610,I,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,6
1611,F,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,12
1612,M,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11
1613,I,0.55,0.425,0.135,0.656,0.257,0.17,0.203,10
1614,M,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,10
1615,I,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,9
1616,I,0.475,0.375,0.11,0.494,0.211,0.109,0.1545,8
1617,F,0.455,0.375,0.125,0.458,0.1985,0.111,0.12,10
1618,F,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,11
1619,M,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13
1620,F,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8
1621,F,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10
1622,F,0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,12
1623,I,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,6
1624,M,0.575,0.47,0.15,0.9785,0.4505,0.196,0.276,9
1625,F,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9
1626,M,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,8
1627,M,0.53,0.435,0.16,0.883,0.316,0.164,0.335,15
1628,F,0.49,0.38,0.125,0.549,0.245,0.1075,0.174,10
1629,I,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,5
1630,M,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,9
1631,I,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7
1632,I,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,7
1633,I,0.47,0.375,0.125,0.5225,0.2265,0.104,0.162,8
1634,F,0.655,0.455,0.17,1.275,0.583,0.303,0.333,8
1635,F,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9
1636,M,0.635,0.51,0.185,1.308,0.544,0.318,0.377,8
1637,M,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20
1638,I,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,7
1639,M,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,15
1640,M,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,7
1641,F,0.39,0.29,0.125,0.3055,0.121,0.082,0.09,7
1642,F,0.68,0.57,0.205,1.842,0.625,0.408,0.65,20
1643,M,0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,10
1644,I,0.405,0.3,0.11,0.32,0.172,0.044,0.093,7
1645,F,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,17
1646,I,0.37,0.275,0.08,0.2325,0.093,0.056,0.072,6
1647,F,0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,9
1648,M,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,9
1649,M,0.575,0.475,0.145,0.857,0.3665,0.173,0.269,9
1650,I,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,6
1651,F,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,10
1652,I,0.52,0.4,0.14,0.622,0.278,0.1455,0.169,8
1653,I,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5
1654,F,0.565,0.455,0.175,1.013,0.342,0.207,0.35,19
1655,F,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16
1656,M,0.38,0.235,0.1,0.258,0.1055,0.054,0.08,7
1657,F,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13
1658,M,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,12
1659,F,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,15
1660,F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15
1661,M,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,9
1662,I,0.395,0.31,0.085,0.317,0.153,0.0505,0.0935,7
1663,I,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9
1664,F,0.7,0.555,0.22,1.666,0.647,0.4285,0.455,11
1665,M,0.59,0.475,0.145,1.053,0.4415,0.262,0.325,15
1666,M,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10
1667,M,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,9
1668,M,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,10
1669,F,0.64,0.48,0.145,1.1145,0.508,0.24,0.34,10
1670,M,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,9
1671,F,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11
1672,I,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,11
1673,F,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,8
1674,I,0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325,7
1675,F,0.58,0.425,0.155,0.873,0.3615,0.249,0.239,10
1676,F,0.45,0.345,0.115,0.496,0.1905,0.117,0.14,12
1677,F,0.605,0.45,0.165,1.2225,0.357,0.202,0.385,13
1678,I,0.615,0.46,0.19,1.066,0.4335,0.226,0.33,13
1679,F,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,13
1680,M,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,9
1681,M,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12
1682,I,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,9
1683,M,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9
1684,F,0.635,0.485,0.19,1.3765,0.634,0.2885,0.406,11
1685,M,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6
1686,M,0.52,0.45,0.15,0.895,0.3615,0.186,0.235,14
1687,M,0.66,0.515,0.165,1.4465,0.694,0.298,0.3755,10
1688,M,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9
1689,I,0.545,0.42,0.125,0.717,0.358,0.112,0.22,8
1690,I,0.43,0.33,0.1,0.449,0.254,0.0825,0.097,6
1691,F,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11
1692,I,0.39,0.29,0.09,0.2625,0.117,0.054,0.077,7
1693,M,0.5,0.405,0.155,0.772,0.346,0.1535,0.245,12
1694,F,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9
1695,I,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,8
1696,F,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13
1697,I,0.47,0.355,0.12,0.393,0.167,0.0885,0.115,8
1698,M,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,13
1699,M,0.585,0.455,0.14,0.97,0.462,0.185,0.295,9
1700,I,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,7
1701,M,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17
1702,M,0.59,0.435,0.165,0.9765,0.4525,0.2395,0.235,9
1703,F,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12
1704,I,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,7
1705,I,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8
1706,F,0.655,0.53,0.19,1.428,0.493,0.318,0.565,18
1707,M,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,8
1708,F,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9
1709,F,0.475,0.38,0.145,0.57,0.167,0.118,0.187,11
1710,I,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,6
1711,I,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15
1712,I,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,7
1713,F,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,12
1714,I,0.5,0.38,0.11,0.5605,0.28,0.106,0.15,9
1715,I,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,12
1716,F,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,8
1717,I,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,11
1718,M,0.67,0.515,0.165,1.1735,0.526,0.285,0.316,11
1719,M,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,12
1720,I,0.585,0.47,0.17,0.985,0.3695,0.2395,0.315,10
1721,I,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,8
1722,M,0.3,0.24,0.09,0.161,0.0725,0.039,0.05,6
1723,F,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,11
1724,M,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,11
1725,M,0.61,0.49,0.16,1.146,0.597,0.246,0.265,8
1726,F,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,8
1727,M,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,14
1728,I,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,8
1729,F,0.615,0.5,0.175,1.377,0.5585,0.33,0.292,12
1730,F,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,10
1731,M,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,17
1732,M,0.485,0.385,0.105,0.556,0.296,0.104,0.133,7
1733,I,0.225,0.17,0.05,0.0515,0.019,0.012,0.017,4
1734,M,0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085,15
1735,M,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,9
1736,M,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,5
1737,M,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,8
1738,M,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,12
1739,I,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,8
1740,M,0.67,0.5,0.19,1.519,0.616,0.388,0.415,10
1741,F,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,8
1742,F,0.56,0.43,0.15,0.8745,0.453,0.161,0.22,8
1743,F,0.46,0.355,0.13,0.517,0.2205,0.114,0.165,9
1744,I,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,4
1745,I,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,16
1746,I,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,6
1747,M,0.53,0.43,0.135,0.879,0.28,0.2165,0.25,10
1748,M,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,9
1749,F,0.47,0.375,0.105,0.513,0.232,0.142,0.13,11
1750,I,0.36,0.25,0.115,0.465,0.21,0.1055,0.128,7
1751,F,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,10
1752,F,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,11
1753,F,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,12
1754,M,0.44,0.335,0.11,0.394,0.157,0.096,0.122,9
1755,I,0.49,0.375,0.115,0.557,0.2275,0.1335,0.1765,8
1756,F,0.535,0.45,0.135,0.8075,0.322,0.181,0.25,13
1757,I,0.34,0.245,0.085,0.2015,0.1005,0.038,0.053,6
1758,F,0.47,0.36,0.1,0.4705,0.1635,0.089,0.1385,8
1759,F,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16
1760,M,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15
1761,M,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,10
1762,F,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,11
1763,F,0.63,0.475,0.15,1.072,0.433,0.2975,0.315,8
1764,F,0.57,0.445,0.155,0.733,0.282,0.159,0.235,14
1765,M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21
1766,I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8
1767,I,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7
1768,M,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,10
1769,F,0.475,0.375,0.14,0.501,0.192,0.1175,0.175,13
1770,M,0.41,0.325,0.12,0.3745,0.158,0.081,0.125,12
1771,I,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,10
1772,F,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,11
1773,F,0.455,0.355,1.13,0.594,0.332,0.116,0.1335,8
1774,F,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,11
1775,I,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9
1776,M,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,9
1777,M,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,9
1778,I,0.255,0.185,0.07,0.075,0.028,0.018,0.025,6
1779,M,0.59,0.445,0.14,0.931,0.356,0.234,0.28,12
1780,F,0.68,0.55,0.175,1.473,0.713,0.282,0.4295,11
1781,M,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,10
1782,I,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,9
1783,M,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14
1784,F,0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,10
1785,I,0.32,0.25,0.08,0.1565,0.057,0.034,0.06,9
1786,F,0.62,0.48,0.17,1.1045,0.535,0.25,0.287,10
1787,I,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6
1788,I,0.405,0.3,0.085,0.3035,0.15,0.0505,0.088,7
1789,I,0.38,0.3,0.1,0.286,0.1305,0.056,0.09,7
1790,F,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,7
1791,I,0.275,0.2,0.07,0.096,0.037,0.0225,0.03,6
1792,I,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,6
1793,I,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,6
1794,M,0.52,0.4,0.12,0.823,0.298,0.1805,0.265,15
1795,F,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8
1796,M,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,16
1797,I,0.62,0.47,0.155,0.966,0.447,0.171,0.284,11
1798,F,0.625,0.49,0.155,1.115,0.484,0.277,0.3095,9
1799,F,0.625,0.49,0.175,1.233,0.5565,0.247,0.365,11
1800,F,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,8
1801,I,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,7
1802,I,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,8
1803,F,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10
1804,M,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,17
1805,F,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,11
1806,I,0.275,0.2,0.075,0.086,0.0305,0.019,0.03,7
1807,F,0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9
1808,I,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6
1809,M,0.595,0.475,0.16,1.3175,0.408,0.234,0.58,21
1810,F,0.65,0.495,0.16,1.3105,0.577,0.3315,0.355,9
1811,M,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,17
1812,F,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,6
1813,F,0.59,0.47,0.17,0.9,0.355,0.1905,0.25,11
1814,I,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,9
1815,M,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15
1816,M,0.475,0.355,0.12,0.48,0.234,0.1015,0.135,8
1817,F,0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9
1818,M,0.565,0.39,0.125,0.744,0.352,0.13,0.1685,11
1819,F,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,10
1820,I,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,6
1821,M,0.545,0.435,0.145,0.9385,0.3685,0.1245,0.345,11
1822,M,0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,9
1823,I,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,6
1824,F,0.335,0.22,0.07,0.17,0.076,0.0365,0.05,6
1825,I,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,8
1826,M,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,9
1827,F,0.445,0.355,0.15,0.485,0.181,0.125,0.155,11
1828,M,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
1829,M,0.63,0.505,0.175,1.221,0.555,0.252,0.34,12
1830,F,0.57,0.44,0.12,0.803,0.382,0.1525,0.234,9
1831,M,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10
1832,I,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,10
1833,M,0.705,0.555,0.215,2.141,1.0465,0.383,0.528,11
1834,F,0.585,0.475,0.165,1.053,0.458,0.217,0.3,11
1835,F,0.57,0.47,0.14,0.871,0.385,0.211,0.2315,10
1836,F,0.615,0.475,0.17,1.055,0.543,0.246,0.2345,9
1837,F,0.55,0.38,0.165,1.205,0.543,0.294,0.3345,10
1838,M,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14
1839,M,0.66,0.505,0.165,1.374,0.589,0.351,0.345,10
1840,F,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,13
1841,M,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12
1842,M,0.6,0.475,0.15,0.99,0.386,0.2195,0.3105,10
1843,M,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,9
1844,F,0.745,0.57,0.215,2.25,1.1565,0.446,0.558,9
1845,I,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7
1846,F,0.53,0.41,0.165,0.8115,0.24,0.169,0.24,19
1847,F,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,9
1848,M,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,6
1849,F,0.705,0.54,0.205,1.757,0.8265,0.417,0.461,9
1850,I,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,9
1851,I,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,7
1852,I,0.185,0.135,0.045,0.032,0.011,0.0065,0.01,4
1853,F,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,10
1854,M,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,6
1855,I,0.5,0.39,0.125,0.583,0.294,0.132,0.1605,8
1856,F,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,10
1857,M,0.6,0.45,0.145,0.877,0.4325,0.155,0.24,9
1858,I,0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,7
1859,I,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,9
1860,I,0.59,0.475,0.145,0.9745,0.4675,0.207,0.259,10
1861,M,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,9
1862,F,0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8
1863,I,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12
1864,M,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,10
1865,F,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,8
1866,M,0.605,0.475,0.18,0.9365,0.394,0.219,0.295,15
1867,F,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,11
1868,F,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,11
1869,I,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,7
1870,I,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,8
1871,F,0.67,0.52,0.15,1.406,0.519,0.348,0.37,13
1872,I,0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,8
1873,M,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13
1874,F,0.625,0.495,0.165,1.262,0.507,0.318,0.39,10
1875,F,0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605,14
1876,I,0.485,0.375,0.11,0.464,0.2015,0.09,0.149,8
1877,I,0.525,0.38,0.135,0.615,0.261,0.159,0.175,8
1878,F,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,10
1879,I,0.31,0.225,0.075,0.155,0.065,0.037,0.0365,6
1880,F,0.58,0.475,0.155,0.974,0.4305,0.23,0.285,10
1881,I,0.535,0.4,0.135,0.775,0.368,0.208,0.2055,8
1882,F,0.595,0.47,0.25,1.283,0.462,0.2475,0.445,14
1883,I,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,8
1884,I,0.375,0.3,0.075,0.144,0.059,0.03,0.044,7
1885,M,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,9
1886,F,0.595,0.47,0.155,1.1775,0.542,0.269,0.31,9
1887,I,0.205,0.15,0.065,0.04,0.02,0.011,0.013,4
1888,F,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10
1889,I,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,10
1890,I,0.53,0.415,0.13,0.694,0.3905,0.111,0.167,9
1891,F,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,8
1892,I,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10
1893,M,0.565,0.47,0.195,1.142,0.387,0.258,0.35,17
1894,M,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,10
1895,M,0.64,0.49,0.14,1.194,0.4445,0.238,0.375,15
1896,F,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,11
1897,I,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8
1898,I,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,8
1899,F,0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,14
1900,I,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,6
1901,F,0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,10
1902,M,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,10
1903,F,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,19
1904,I,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,7
1905,M,0.72,0.55,0.205,2.165,1.1055,0.525,0.404,10
1906,M,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,8
1907,I,0.275,0.2,0.055,0.0925,0.038,0.021,0.026,4
1908,M,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12
1909,I,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,8
1910,M,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,10
1911,M,0.6,0.49,0.21,1.9875,1.005,0.419,0.491,10
1912,M,0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,9
1913,F,0.71,0.565,0.195,1.817,0.785,0.492,0.49,11
1914,F,0.625,0.52,0.18,1.354,0.4845,0.351,0.375,11
1915,M,0.585,0.46,0.15,1.206,0.581,0.216,0.323,10
1916,F,0.675,0.54,0.21,1.593,0.686,0.318,0.45,11
1917,F,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,14
1918,I,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,11
1919,F,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,16
1920,M,0.65,0.515,0.18,1.3315,0.5665,0.347,0.405,13
1921,I,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,8
1922,M,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,10
1923,F,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,9
1924,I,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6
